#timestamp tx ty tz qx qy qz qw
5357.7783287900 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
5357.8134835900  0.017991 -0.011685  0.000446 0.000037 -0.000111 0.000200 1.000000
5357.8634808900  0.018048 -0.011738 -0.000538 -0.000033 -0.000080 0.000197 1.000000
5357.9134779600  0.017806 -0.012212 -0.000468 -0.000038 -0.000099 0.000220 1.000000
5357.9634690000  0.017529 -0.011757 -0.001351 0.000015 -0.000073 0.000180 1.000000
5358.0134586200  0.018305 -0.012196 -0.000999 0.000054 -0.000056 0.000199 1.000000
5358.0634506800  0.018512 -0.012530 -0.001403 0.000088 -0.000105 0.000231 1.000000
5358.1134454900  0.017562 -0.012609 -0.001258 0.000084 -0.000076 0.000240 1.000000
5358.1634423000  0.017645 -0.012114 -0.000553 0.000084 -0.000117 0.000204 1.000000
5358.2134394900  0.017951 -0.011932 -0.000565 -0.000002 -0.000094 0.000169 1.000000
5358.2634364700  0.018614 -0.011525 -0.000882 -0.000031 0.000005 0.000171 1.000000
5358.3134246100  0.019025 -0.011280  0.000299 -0.000078 0.000003 0.000192 1.000000
5358.3634198700  0.018934 -0.011084 -0.000710 -0.000064 0.000004 0.000192 1.000000
5358.4134147600  0.018671 -0.011429 -0.000365 -0.000054 -0.000013 0.000205 1.000000
5358.4634008200  0.018314 -0.011295 -0.000500 -0.000080 -0.000063 0.000183 1.000000
5358.5133847200  0.018031 -0.011220 -0.001088 0.000009 -0.000090 0.000187 1.000000
5358.5633630200  0.017812 -0.012239 -0.000866 0.000008 -0.000120 0.000193 1.000000
5358.6133408200  0.017840 -0.011723 -0.001105 0.000058 -0.000068 0.000227 1.000000
5358.6633172800  0.017519 -0.011294 -0.000620 0.000064 -0.000065 0.000216 1.000000
5358.7132946800  0.017514 -0.012068 -0.000683 0.000029 -0.000004 0.000216 1.000000
5358.7632628600  0.017973 -0.011512 -0.000542 0.000004 -0.000045 0.000180 1.000000
5358.8132338500  0.018547 -0.011287 -0.000068 -0.000057 -0.000060 0.000188 1.000000
5358.8632007000  0.018293 -0.011491 -0.000418 -0.000048 -0.000100 0.000196 1.000000
5358.9131665900  0.018525 -0.011365 -0.000282 -0.000048 -0.000054 0.000205 1.000000
5358.9631456200  0.018476 -0.011633 -0.000316 -0.000007 -0.000008 0.000200 1.000000
5359.0131212800  0.019050 -0.011742 -0.000375 0.000011 -0.000002 0.000166 1.000000
5359.0631063100  0.018856 -0.011475 -0.000418 -0.000013 -0.000058 0.000173 1.000000
5359.1130943600  0.018616 -0.011231 -0.000855 -0.000038 -0.000041 0.000172 1.000000
5359.1630832600  0.018443 -0.012008 -0.000654 -0.000050 -0.000066 0.000183 1.000000
5359.2130749500  0.018396 -0.011424 -0.000858 -0.000104 -0.000049 0.000187 1.000000
5359.2630708900  0.018514 -0.010866 -0.000496 -0.000108 -0.000073 0.000166 1.000000
5359.3130692400  0.018490 -0.011034 -0.000939 -0.000101 -0.000108 0.000179 1.000000
5359.3630752700  0.018433 -0.011329 -0.000698 -0.000119 -0.000172 0.000198 1.000000
5359.4130808800  0.018023 -0.011299 -0.000869 -0.000050 -0.000210 0.000199 1.000000
5359.4630976800  0.017182 -0.011888 -0.001362 -0.000024 -0.000214 0.000185 1.000000
5359.5131037300  0.017454 -0.011742 -0.001060 0.000090 -0.000162 0.000182 1.000000
5359.5631173400  0.018548 -0.012151 -0.000586 0.000002 -0.000148 0.000205 1.000000
5359.6131267600  0.018834 -0.011961 -0.001224 0.000064 -0.000056 0.000225 1.000000
5359.6631421300  0.018064 -0.012032  0.000068 0.000034 -0.000110 0.000234 1.000000
5359.7131570500  0.017881 -0.011582  0.000021 0.000011 -0.000097 0.000197 1.000000
5359.7631613400  0.017938 -0.011586 -0.000360 -0.000025 -0.000107 0.000171 1.000000
5359.8131666200  0.018081 -0.010977 -0.000539 -0.000116 -0.000167 0.000168 1.000000
5359.8631735600  0.017840 -0.011554 -0.000666 -0.000118 -0.000153 0.000172 1.000000
5359.9131801000  0.018011 -0.011513 -0.000750 -0.000114 -0.000135 0.000194 1.000000
5359.9631820900  0.017632 -0.011501 -0.001037 -0.000051 -0.000066 0.000193 1.000000
5360.0131722000  0.017944 -0.011572 -0.000652 -0.000042 -0.000095 0.000194 1.000000
5360.0631659600  0.017999 -0.011674 -0.001022 0.000014 -0.000104 0.000177 1.000000
5360.1131576200  0.017912 -0.011575 -0.000788 0.000040 -0.000138 0.000184 1.000000
5360.1631511800  0.017442 -0.012169 -0.000085 0.000001 -0.000160 0.000213 1.000000
5360.2131337200  0.018083 -0.011447 -0.001029 -0.000031 -0.000122 0.000199 1.000000
5360.2631227400  0.017597 -0.011289 -0.000389 -0.000080 -0.000099 0.000203 1.000000
5360.3131097000  0.018137 -0.011776 -0.000626 -0.000096 -0.000135 0.000179 1.000000
5360.3631005500  0.018471 -0.011143 -0.001247 -0.000030 -0.000102 0.000167 1.000000
5360.4130827100  0.018102 -0.012006 -0.000236 -0.000062 -0.000141 0.000188 1.000000
5360.4630698500  0.018266 -0.011643  0.000081 -0.000080 -0.000105 0.000185 1.000000
5360.5130521200  0.018325 -0.011309 -0.000245 -0.000060 -0.000100 0.000195 1.000000
5360.5630293300  0.017955 -0.011631  0.000042 -0.000073 -0.000149 0.000173 1.000000
5360.6130141600  0.018082 -0.011168 -0.000780 -0.000085 -0.000108 0.000157 1.000000
5360.6629966100  0.018656 -0.011225 -0.000423 -0.000094 -0.000104 0.000173 1.000000
5360.7129790100  0.018397 -0.011063 -0.000803 -0.000071 -0.000042 0.000192 1.000000
5360.7629652100  0.018481 -0.012010 -0.000836 -0.000024 -0.000097 0.000184 1.000000
5360.8129642900  0.017880 -0.012375 -0.000747 0.000007 -0.000100 0.000197 1.000000
